chunk_id,cluster,x,y,doc_name,record_type,module,title
192-10,-1,-2.991,6.552,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,teste,,"funcionava a rotina, comprovaram, dizia"
192-11,65,-3.450,9.241,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,email,,Remessa Industrialização (ESTO25) — Campo para Referencia de Documento Duramas para utilizar en los Consumos en la procedure…
192-12,65,-3.365,9.192,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,email,,Campo para Referencia de Documento Duramas para utilizar en los Consumos en la procedure…
192-13,-1,-3.180,8.328,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,email,,"Requisição Informada (ESTO4) — Error en procedure descargo materiales, parametro"
192-14,51,-2.167,5.507,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,email,,"Error en procedure descargo materiales, parametro Buenos días,"
192-15,51,-2.121,5.285,INTERFACE GERA_PLANO_ABAST_INTERFACE_P.pdf,email,,GERA_PLANO_ABAST_INTERFACE_P
193-0,46,-2.624,3.098,Lançamento Produtos Inventário - CRI - ESTO67.pdf,documentacao,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — produtos inventário cri, lançamento"
193-1,-1,-3.663,9.669,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,Lançamento Produto Inventariado CRI (ESTO67) — LANÇAMENTO PRODUTO INVENTARIO CRI: ROTINA PARA EFETUAR LANÇAMENTOS A PARTIR DE
193-2,-1,-1.531,9.852,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — produtos com unidade, rotativo de inventário, permitir o controle"
193-3,109,-1.535,9.929,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — materiais com controle, produtos inventário cri, vincular os dados"
193-4,-1,-1.558,9.781,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — LANÇAMENTO PRODUTOS INVENTÁRIO - CRI: CRIAR UM BOTÃO ""CONFIRMAR"" NA ABA ""PRODUTO"" Rotina"
193-5,-1,-1.857,9.289,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,Lançamento Produto Inventariado CRI (ESTO67) — efetuado o ajuste
193-6,72,-2.152,9.039,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — ajustar a rotina, produtos que tinham, nada no momento"
193-7,-1,-2.292,8.993,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — estavam com qtd, ficou registrado, selects de apoio"
193-8,65,-2.982,8.708,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — wilfredo adoc adoc, produto inventario atm, rotina da procedure"
193-9,-1,-1.793,9.414,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,Lançamento Produto Inventariado CRI (ESTO67) — Verificar e ajustar Divergências de produtos após executar rotina de Controle Rotativo de…
193-10,-1,-1.936,9.219,Lançamento Produtos Inventário - CRI - ESTO67.pdf,pedido,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — duramas adoc, lançamento cri, dados de lote"
193-11,72,-2.303,9.259,Lançamento Produtos Inventário - CRI - ESTO67.pdf,documentacao,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — largura original, tratou de incluir, rotina gerou lotes"
193-12,24,-2.436,8.272,Lançamento Produtos Inventário - CRI - ESTO67.pdf,email,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — Duramas, situação 02 rotina de estoques, revisar esta questão, ao qual tivemos reunião…"
193-13,-1,-3.612,6.503,Lançamento Produtos Inventário - CRI - ESTO67.pdf,email,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — Por favor, podrías definir referente estos 2 productos de la pantalla abajo?"
193-14,-1,-3.596,6.480,Lançamento Produtos Inventário - CRI - ESTO67.pdf,email,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — Por favor, podrías definir referente estos 2 productos de la pantalla abajo?"
193-15,-1,-3.579,6.477,Lançamento Produtos Inventário - CRI - ESTO67.pdf,email,ESTO,"Lançamento Produto Inventariado CRI (ESTO67) — Por favor, podrías definir referente estos 2 productos de la pantalla abajo?"
194-0,25,-2.268,4.369,Livro Inventario - ESTO15.pdf,documentacao,ESTO,Livro Inventário (ESTO15) — livro inventario
194-1,51,-2.331,5.876,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Erro ao gerar inVentário Boa Tarde Marcio!
194-2,-1,-2.352,8.547,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Erro ao gerar inVentário
194-3,98,-2.131,7.329,Livro Inventario - ESTO15.pdf,documentacao,ESTO,"Livro Inventário (ESTO15) — localizado um caractere, virada ao tentar, primeiros dias pós"
194-4,-1,-2.337,7.079,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
194-5,-1,-2.365,6.909,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
194-6,-1,-2.348,7.005,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
194-7,41,-3.695,4.654,Livro Inventario - ESTO15.pdf,documentacao,ESTO,"Livro Inventário (ESTO15) — Para criar backup dos dados do relatório Inventario, criar os dados numa tabela"
194-8,-1,-2.172,8.688,Livro Inventario - ESTO15.pdf,email,ESTO,Livro Inventário (ESTO15) — Sabes se tem um outro relatório que eu teria que gerar antes do encerramento do estoque
194-9,-1,-1.369,9.882,Livro Inventario - ESTO15.pdf,pedido,ESTO,Livro Inventário (ESTO15) — LIVRO INVENTÁRIO - CARREGAR A DATA DE ULTIMO LANÇAMENTO DOS PRODUTOS PARA O EXCEL Rotina
194-10,-1,-1.354,9.558,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — custo zerado, suprimentos estoque consultas, livro inventario"
194-11,110,-1.353,9.696,Livro Inventario - ESTO15.pdf,pedido,ESTO,Livro Inventário (ESTO15) — CORRIGIR LANÇAMENTOS NO PROGRAMA ESTO15 - LIVRO INVENTÁRIO
194-12,102,-2.371,8.371,Livro Inventario - ESTO15.pdf,documentacao,ESTO,Livro Inventário (ESTO15) — Pensei numa maneira de melhor avisar ao usuário para que efetue
194-13,102,-2.382,8.356,Livro Inventario - ESTO15.pdf,email,ESTO,"Livro Inventário (ESTO15) — Pensar numa evolução para: dar uma mensagem ao usuário, ao acessar por exemplo o Livro…"
194-14,95,-1.599,8.553,Livro Inventario - ESTO15.pdf,pedido,ESTO,Livro Inventário (ESTO15) — Verificar motivo da demora para gerar o livro inventário [Imagem: ESTO15] [Imagem: ADMI8]…
194-15,-1,-0.950,10.598,Livro Inventario - ESTO15.pdf,pedido,ESTO,Livro Inventário (ESTO15) — [Imagem: ADMI8]
194-16,-1,-2.764,15.145,Livro Inventario - ESTO15.pdf,pedido,ESTO,Livro Inventário (ESTO15) — Desabilitar produtos a nível sintético
194-17,110,-1.264,9.619,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — relatórios livro inventário, geração dos dados, estoque de terceiros"
194-18,-1,-0.985,10.570,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — ADICIONAR FILTRO DE MULTI ""SELEÇÃO ESPECIAL"" EM ALGUNS RELATÓRIOS"
194-19,-1,-1.818,9.242,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — poder de terceiros, poderá ser gerado, empréstimo concedido"
194-20,-1,-1.614,8.988,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — ativação do parâmetro, empréstimos concedidos, nova entrada"
194-21,102,-1.694,9.029,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — empréstimo concedido, custo médio, retorno da industrialização"
194-22,-1,-3.236,5.063,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — totalizando, inicialmente, tenho"
194-23,-1,-3.215,5.098,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — custo médio, permanece, restante"
194-24,-1,-3.252,5.118,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — fazendo o estoque, custo médio, unidades"
194-25,-1,-3.221,5.111,Livro Inventario - ESTO15.pdf,pedido,ESTO,"Livro Inventário (ESTO15) — retorno do empréstimo, enquanto o produto, poder de terceiros"
195-0,-1,-1.007,10.184,Localização - ADMI44.pdf,pedido,ADMI,"Localização (ADMI44) — MRP de Materiais: necessário agregar tratativa para os estabelecimentos ""Depósitos"", que…"
195-1,33,-2.289,9.303,Localização - ADMI44.pdf,pedido,ADMI,"Localização (ADMI44) — implementado a possibilidade, vincular um centro, classe da operação"
195-2,-1,-0.865,9.445,Localização - ADMI44.pdf,pedido,ADMI,"Localização (ADMI44) — Atenção...visto em 171025, situação do"
195-3,-1,-0.076,9.486,Localização - ADMI44.pdf,documentacao,ADMI,"Localização (ADMI44) — disponibilizar estoque, pedidos venda definir, mensagem de qtde"
196-0,-1,0.031,9.949,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",documentacao,,"ESTO1 — estoque pronta entrega, venda com tipo, sempre ocorrerá"
196-1,41,-3.897,4.444,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",documentacao,,"aproveitamentos de estoques, utilizar rotina, instrução enviada"
196-2,65,-3.408,9.300,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,Consulta Estoque Produto (ESTO7) — Actualizamos la rutina del Pedido servicio 8053 en la BD pruebas 2 Adoc (Generación de…
196-3,91,-0.079,8.980,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,Actualizamos la rutina del Pedido servicio 8053 en la BD pruebas 2 Adoc
196-4,110,-0.962,9.879,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",pedido,,Consulta Estoque Produto (ESTO7) — ROTINA DE LE CONTEMPLAR ROTULOS
196-5,87,-1.487,8.819,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",documentacao,,"Consulta Estoque Produto (ESTO7) — Em 23/06/2016, para Malu"
196-6,-1,-2.739,6.354,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"não possibilitar ""Bloquear"" LEs o Estoque Futuro, quando tem parte reservado Márcio, Não…"
196-7,-1,-2.726,6.488,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"não possibilitar ""Bloquear"" LEs o Estoque Futuro, quando tem parte reservado Oi"
196-8,-1,-2.751,6.387,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"não possibilitar ""Bloquear"" LEs o Estoque Futuro, quando tem parte reservado Márcio,"
196-9,-1,-2.847,6.111,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"não possibilitar ""Bloquear"" LEs o Estoque Futuro, quando tem parte reservado Olá,"
196-10,-1,-4.221,12.535,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",pedido,,Consulta Estoque Produto (ESTO7) — APONTAMENTO DE ORDEM DE FABRICAÇÃO - TRATAR RESERVA DE ESTOQUE FUTURO QUANDO OCORRER
196-11,-1,-2.051,9.419,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"ALOCAÇÃO DE LE Boa tarde Marcio,"
196-12,-1,-1.931,9.268,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,ALOCAÇÃO DE LE Boa tarde
196-13,39,-2.741,6.663,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",email,,"ALOCAÇÃO DE LE Bom dia Márcio,"
196-14,110,-1.026,9.850,"Localização Produtos Prontos_rotina de Estoque_Futuro, rotina de Estoque.pdf",pedido,,"Encerramento de Ordem de Fabricação (CFAB1) — CONSULTA ESTOQUE PRODUTO - ESTO7 - MOSTRANDO SALDO NO ESTOQUE FUTURO, MESMO APÓS TER SIDO"
197-0,27,-0.509,10.251,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — CRIAÇÃO DA ROTINA DE CONTROLE DE CAIXAS COM GRADE
197-1,27,-0.870,10.350,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — Consulta Estoque Produto
197-2,-1,-0.784,10.077,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — CRIAÇÃO DE ROTULOS AVULSOS
197-3,-1,-0.831,10.066,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — MANUTENÇÃO ROTULOS - CRIAR RELATORIO DOS ROTULOS DESMANCHADOS ROTINA Suprimentos Estoque
197-4,-1,-0.854,10.064,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,"ESTO89 — manutenção de rótulos, vincular a entrega, rótulo com base"
197-5,-1,-0.818,10.051,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — MANUTENÇÃO DE RÓTULOS: O DESMANCHE DE RÓTULOS RESERVADOS ESTÁ CAUSANDO INCONSISTÊNCIA NO…
197-6,-1,-0.812,10.067,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — MANUTENÇÃO DE RÓTULOS: NÃO PERMITIR QUE UM RÓTULO RESERVADO SEJA DESMANCHADO NO
197-7,-1,-2.563,6.097,Manutenção de Rotulos - ESTO89.pdf,documentacao,ESTO,"ESTO89 — funcionar e mostrar, rótulos que estejam, log ação"
197-8,-1,-0.841,9.993,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — ESTO89 - MELHORIAS NO ESTO89 Rotina
197-9,-1,-0.935,9.975,Manutenção de Rotulos - ESTO89.pdf,teste,ESTO,"ESTO89 — qtde de rótulos, serem gerados, rótulo e clicado"
197-10,-1,-0.799,10.047,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — ESTO89 - CRIAR MENSAGEM EM TELA QUE NÃO LIBERE O DESMANCHE DE RÓTULOS QUE ESTEJAM…
197-11,-1,-0.827,10.025,Manutenção de Rotulos - ESTO89.pdf,pedido,ESTO,ESTO89 — MANUTENÇÃO DE RÓTULOS - ESTO89 - NÃO ESTÁ SENDO POSSÍVEL DESMANCHAR O RÓTULO 25705
197-12,-1,-1.018,9.656,Manutenção de Rotulos - ESTO89.pdf,documentacao,ESTO,"ESTO89 — tipo estoque reservado, seleciona os rótulos, report de impressão"
198-0,-1,-3.539,3.668,Manutenção e dados sobre tabelas de Estoque.pdf,documentacao,,"tabelas de estoque, manutenção"
198-1,95,-1.842,8.494,Manutenção e dados sobre tabelas de Estoque.pdf,documentacao,,"operação de mob, lcto estoque atm, ocorre a necessidade"
198-2,-1,-2.983,8.116,Manutenção e dados sobre tabelas de Estoque.pdf,documentacao,,Email meu para Mario/Adoc
198-3,39,-2.745,7.102,Manutenção e dados sobre tabelas de Estoque.pdf,email,,Reporte de Existencias por Tallas a Fecha dd/mm/aaaa Hola Marcio
198-4,39,-2.745,7.094,Manutenção e dados sobre tabelas de Estoque.pdf,email,,"Reporte de Existencias por Tallas a Fecha dd/mm/aaaa Buenos días Íñigo,"
199-0,41,-4.039,4.469,"Migração do parâmetro 32-TIPO CALCULO CUSTO MEDIO = D, para T= custo médio transacional.pdf",documentacao,,"parâmetro tipo calculo, custo médio transacional, migração"
199-1,-1,-1.788,8.898,"Migração do parâmetro 32-TIPO CALCULO CUSTO MEDIO = D, para T= custo médio transacional.pdf",pedido,,"quanto à situação, parâmetro tipo calculo, custo médio transacional"
199-2,102,-1.932,8.753,"Migração do parâmetro 32-TIPO CALCULO CUSTO MEDIO = D, para T= custo médio transacional.pdf",documentacao,,*este é o conteúdo do anexo
199-3,102,-2.261,8.562,"Migração do parâmetro 32-TIPO CALCULO CUSTO MEDIO = D, para T= custo médio transacional.pdf",documentacao,,sobre a questão da transição do cálculo custo de Diário para Transacional
199-4,102,-1.799,8.849,"Migração do parâmetro 32-TIPO CALCULO CUSTO MEDIO = D, para T= custo médio transacional.pdf",email,,"Consulta Estoque Produto (ESTO7) — Encerramentos de Estoque Prioridade: Alta Oi Carlos,"
200-0,-1,-2.895,3.563,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,documentacao,ESTO,"Controle de Lote (ESTO129) — materiais requisição controle, plano abastecimento, lote"
200-1,134,-3.014,10.390,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,"Controle de Lote (ESTO129) — materiais requisição controle, possui em estoque, rotina de devolução"
200-2,134,-3.183,10.334,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,"Controle de Lote (ESTO129) — materiais requisição controle, informo uma quantidade, dentro do lote"
200-3,-1,-2.888,10.463,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,Controle de Lote (ESTO129) — PLANO ABASTECIMENTO MATERIAIS - REQUISIÇÃO - CONTROLE DE LOTE: CRIAR UMA VALIDAÇÃO PARA…
200-4,-1,-2.798,10.469,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,Controle de Lote (ESTO129) — PLANO ABASTECIMENTO MATERIAIS - REQUISIÇÃO - CONTROLE DE LOTE - ESTO129: REVISAR ROTINA…
200-5,65,-2.903,8.913,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,email,ESTO,Controle de Lote (ESTO129) — Podrías nuevamente encaminar al usuario CGIRON para excluir los movimientos de las…
200-6,134,-3.076,10.391,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,Controle de Lote (ESTO129) — PLANO ABASTECIMENTO MATERIAIS - REQUISIÇÃO - CONTROLE DE LOTE - VERIFICAR POR QUE ROTINA…
200-7,134,-3.144,10.338,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,"Controle de Lote (ESTO129) — ESTO25, ESTO129 - erro nas baixas de necessidades com origem ¿Solicitação¿, sem plano e…"
200-8,-1,-2.947,10.493,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,Controle de Lote (ESTO129) — Programa ¿Plano Abastecimento Materiais - Requisição - Controle de Lote-ESTO129¿: Passe a…
200-9,134,-3.619,10.260,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,Controle de Lote (ESTO129) — PLANO ABASTECIMENTO MATERIAIS - REMESSA INDUSTRIALIZAÇÃO - ALTERAR ROTINA DE GERAÇÃO DO…
200-10,10,-5.570,10.054,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,"Controle de Lote (ESTO129) — descrição de compra, configurado com atributo, gera bloco"
200-11,10,-5.602,10.040,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,pedido,ESTO,"Controle de Lote (ESTO129) — geração de bloco, industrialização efetuada, utiliza-se o produto"
200-12,-1,-2.529,10.141,Plano Abastecimento Materiais - Requisição - Controle de Lote – ESTO129.pdf,documentacao,ESTO,"Controle de Lote (ESTO129) — selecionadas e permite, pergunta na mensagem, imprimir as requisições"
201-0,45,-3.095,3.336,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — materiais remessa industrialização, plano abastecimento"
201-1,-1,-3.464,10.430,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — APONTAMENTO/ESTORNO ORDEM DE FABRICAÇÃO - REVER ROTINA DE RESERVAS, NÃO ESTÁ FUNCIONANDO"
201-2,88,-4.433,11.914,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,Remessa Industrialização (ESTO25) — Momento - Fique Sabendo!
201-3,129,-0.952,8.564,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,"Remessa Industrialização (ESTO25) — assunto que falamos ontem em reunião, referente ao Malu, e ao seu procedimento de enviar…"
201-4,-1,-1.618,8.170,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — trazia a qtde, qtdes na coluna, colocar o parâmetro"
201-5,129,-0.956,8.678,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — DIVERSOS - ABASTECIMENTO, GERAÇÃO NOTAS DE TRANSFERÊNCIA, ROMANEIO - CRIAR FACILITADOR…"
201-6,51,-2.271,5.713,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,Remessa Industrialização (ESTO25) — Remessa Industrialização
201-7,129,-0.656,7.984,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,Remessa Industrialização (ESTO25) — Remessa Industrialização
201-8,129,-0.886,8.707,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — PLANO ABAST MATERIAIS SIMPLES REMESSA E REMESSA INDUSTRIALIZAÇÃO: CRIAR O CAMPO…
201-9,-1,-1.788,9.987,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — gera esta mensagem, remessa e geração, compras com problema"
201-10,123,-2.829,10.437,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — transferência para produção, abastecimento materiais simples, primeiras ofs"
201-11,129,-1.112,8.631,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — cotação de preços, materiais remessa industrialização, ocorrido na nimo"
201-12,134,-3.518,10.280,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — centro de custo, regra contábil, materiais remessa industrialização"
201-13,134,-3.510,10.239,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — materiais remessa industrialização, alteração foi realizada, vinculada ao recurso"
201-14,129,-1.031,9.037,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — remessa de terceirização, manufatura terceirizados lançamentos, remessas que possibilite"
201-15,88,-4.480,11.896,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — SISTEMA IGNOROU CONFIGURAÇÃO NOS PARÂMETROS Rotina
201-16,-1,-3.375,10.127,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — ESTO25 - MENSAGEM KND-000358 DE ERRO AO CONFIRMAR A GERAÇÃO DE REMESSA Rotina
201-17,41,-4.370,4.527,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — Testado e verificado em 012022, para a Demo para o Aniger"
201-18,129,-0.773,8.549,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,"Remessa Industrialização (ESTO25) — Arquivar...este campo faz com que o sistema gere automaticamente o consumo, na requisição"
201-19,134,-3.030,10.080,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — ESTO25 - MESMO INFORMANDO RECURSO NO PROGRAMA ESTO25 (REMESSA INDUSTRIALIZAÇÃO) ESTA
201-20,134,-2.967,10.088,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — ESTO25 - ERRO ESTA EXCLUINDO TODOS LANÇAMENTOS QUE ESTÃO VINCULADOS A UM CONTROLE CRIADO…
201-21,134,-3.006,10.007,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,"Remessa Industrialização (ESTO25) — 56764 - Arquivos Bom dia Márcio,"
201-22,-1,-3.294,10.101,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,email,ESTO,"Remessa Industrialização (ESTO25) — 56764 - Arquivos Boa tarde,"
201-23,-1,-1.827,8.179,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,documentacao,ESTO,"Remessa Industrialização (ESTO25) — ordem de transferência, possível também identificar, nela contém informações"
201-24,134,-3.651,10.255,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — PLANO ABASTECIMENTO MATERIAIS - REMESSA INDUSTRIALIZAÇÃO - ALTERAR ROTINA DE GERAÇÃO DO…
201-25,10,-5.568,10.052,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — descrição de compra, configurado com atributo, gera bloco"
201-26,10,-5.595,10.050,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — geração de bloco, industrialização efetuada, utiliza-se o produto"
201-27,129,-1.184,9.884,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — PROGRAMAS ¿REMESSA-TERC1¿ E ¿PLANO ABASTECIMENTO MATERIAIS - REMESSA…
201-28,129,-1.310,10.264,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — encontrada a cotação, critério de busca, conjunto semi-acabado"
201-29,134,-3.219,10.474,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — PROGRAMA PLANO ABASTECIMENTO MATERIAIS-ESTO25, EM TODAS AS SUAS VERSÕES DE MENU_CLASSE,…"
201-30,134,-3.620,10.266,Plano Abastecimento Materiais _ Remessa Industrialização ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — materiais remessa industrialização, qtde das ofs, pois a lógica"
202-0,122,-3.113,11.217,Plano Abastecimento Materiais _Requisições ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — PLANO ABASTECIMENTO MATERIAIS: CRIAR RELATÓRIO A PARTIR DA PASTA REQUISIÇÕES, COM DADOS…"
202-1,-1,-2.884,11.976,Plano Abastecimento Materiais _Requisições ESTO25.pdf,pedido,ESTO,"Remessa Industrialização (ESTO25) — fabricação será impressa, primeira ordem, visualizar e imprimir"
202-2,-1,-2.856,11.309,Plano Abastecimento Materiais _Requisições ESTO25.pdf,pedido,ESTO,Remessa Industrialização (ESTO25) — CRIAR PARAMETRO DE INICIALIZAÇÃO PARA QUE SE OPTAR EM MOSTAR AS NECESSIDADES APENAS DE…
