from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
99-9,263-0,0.680,other_document,,11,158,"nf-e e nfc-e, documentos fiscais eletrônicos, básicos da tributação","FATU146 — serviços de documentos, arquivo configuração, df-e"
99-10,99-63,0.774,same_record,,12,13,"ibs cbs, disponível no portal, classificação tributária","índice de mistura, observado o art, tributária do ibs"
99-10,99-78,0.755,same_record,,12,13,"ibs cbs, disponível no portal, classificação tributária","grupo da tributação, tributo regular, gibscbs gtribregular"
99-10,99-60,0.754,same_record,,12,12,"ibs cbs, disponível no portal, classificação tributária","crt regime normal, implementação em produção, cst do ibs"
99-10,99-61,0.753,same_record,,12,12,"ibs cbs, disponível no portal, classificação tributária","grupo ibs cbs, informado possui indicador, indicadores de cst"
99-10,99-27,0.747,same_record,,12,13,"ibs cbs, disponível no portal, classificação tributária","alíquota do ibs, grupo de informações, obrigatoriedade ou vedação"
99-11,99-125,0.747,same_record,,10,10,"notas de débito, termos do ajuste, previstas na legislação","débito na apuração, nota de crédito, autor do evento"
99-11,99-0,0.727,same_record,,10,11,"notas de débito, termos do ajuste, previstas na legislação",Reforma Tributária do
99-11,99-45,0.717,same_record,,10,11,"notas de débito, termos do ajuste, previstas na legislação","tipo de operação, incompatível com nf-e, débito ou crédito"
99-11,78-7,0.711,other_document,,10,-1,"notas de débito, termos do ajuste, previstas na legislação",CREC27 — Clicar 2x em “Nro Registro” p/ acessar lançamentos
99-11,99-46,0.702,same_record,,10,11,"notas de débito, termos do ajuste, previstas na legislação","tipo de nota, operação presencial fora, fato gerador"
99-12,99-13,0.746,same_topic,,10,10,"protocolo de autorização, status da resposta, número sequencial","protocolo de recebimento, hora do processamento, vide item"
99-12,99-15,0.737,same_topic,,10,10,"protocolo de autorização, status da resposta, número sequencial","número do protocolo, status da resposta, nf-e processada"
99-12,99-16,0.704,same_topic,,10,10,"protocolo de autorização, status da resposta, número sequencial","moc leiaute mensagem, alteração da seção, protocolo de autorização"
99-12,99-0,0.678,same_record,,10,11,"protocolo de autorização, status da resposta, número sequencial",Reforma Tributária do
99-12,99-18,0.662,same_record,,10,11,"protocolo de autorização, status da resposta, número sequencial","gerador do ibs, nota de crédito, leiaute da nf-e"
99-13,99-15,0.809,same_topic,,10,10,"protocolo de recebimento, hora do processamento, vide item","número do protocolo, status da resposta, nf-e processada"
99-13,99-12,0.746,same_topic,,10,10,"protocolo de recebimento, hora do processamento, vide item","protocolo de autorização, status da resposta, número sequencial"
99-13,99-17,0.745,same_topic,,10,10,"protocolo de recebimento, hora do processamento, vide item","mensagem de entrada, status da resposta, versão do leiaute"
99-13,99-16,0.728,same_topic,,10,10,"protocolo de recebimento, hora do processamento, vide item","moc leiaute mensagem, alteração da seção, protocolo de autorização"
99-13,99-14,0.714,same_topic,,10,10,"protocolo de recebimento, hora do processamento, vide item","status da resposta, conferir a integridade, xml do grupo"
99-14,99-15,0.747,same_topic,,10,10,"status da resposta, conferir a integridade, xml do grupo","número do protocolo, status da resposta, nf-e processada"
99-14,99-13,0.714,same_topic,,10,10,"status da resposta, conferir a integridade, xml do grupo","protocolo de recebimento, hora do processamento, vide item"
99-14,99-118,0.682,same_record,,10,10,"status da resposta, conferir a integridade, xml do grupo","apropriação de crédito, autor do evento, empresa destinatária"
99-14,99-16,0.643,same_topic,,10,10,"status da resposta, conferir a integridade, xml do grupo","moc leiaute mensagem, alteração da seção, protocolo de autorização"
99-14,99-17,0.637,same_topic,,10,10,"status da resposta, conferir a integridade, xml do grupo","mensagem de entrada, status da resposta, versão do leiaute"
99-15,99-13,0.809,same_topic,,10,10,"número do protocolo, status da resposta, nf-e processada","protocolo de recebimento, hora do processamento, vide item"
99-15,99-16,0.759,same_topic,,10,10,"número do protocolo, status da resposta, nf-e processada","moc leiaute mensagem, alteração da seção, protocolo de autorização"
99-15,99-14,0.747,same_topic,,10,10,"número do protocolo, status da resposta, nf-e processada","status da resposta, conferir a integridade, xml do grupo"
99-15,99-12,0.737,same_topic,,10,10,"número do protocolo, status da resposta, nf-e processada","protocolo de autorização, status da resposta, número sequencial"
99-15,99-17,0.726,same_topic,,10,10,"número do protocolo, status da resposta, nf-e processada","mensagem de entrada, status da resposta, versão do leiaute"
99-16,99-15,0.759,same_topic,,10,10,"moc leiaute mensagem, alteração da seção, protocolo de autorização","número do protocolo, status da resposta, nf-e processada"
99-16,99-13,0.728,same_topic,,10,10,"moc leiaute mensagem, alteração da seção, protocolo de autorização","protocolo de recebimento, hora do processamento, vide item"
99-16,99-136,0.716,same_record,,10,10,"moc leiaute mensagem, alteração da seção, protocolo de autorização","evento de cancelamento, número do protocolo, autor"
99-16,99-17,0.704,same_topic,,10,10,"moc leiaute mensagem, alteração da seção, protocolo de autorização","mensagem de entrada, status da resposta, versão do leiaute"
99-16,99-12,0.704,same_topic,,10,10,"moc leiaute mensagem, alteração da seção, protocolo de autorização","protocolo de autorização, status da resposta, número sequencial"
99-17,99-130,0.790,same_record,,10,10,"mensagem de entrada, status da resposta, versão do leiaute","regras de negócio, ele pai tipo, empresa destinatária"
99-17,99-126,0.780,same_record,,10,10,"mensagem de entrada, status da resposta, versão do leiaute","regras de negócio, presumido por item, imobilização"
99-17,99-133,0.779,same_record,,10,10,"mensagem de entrada, status da resposta, versão do leiaute","transferência de crédito, manifestação do fisco, ibs em operações"
99-17,99-132,0.778,same_record,,10,10,"mensagem de entrada, status da resposta, versão do leiaute","transferência de crédito, empresa sucessora, xml parte específica"
99-17,99-134,0.774,same_record,,10,10,"mensagem de entrada, status da resposta, versão do leiaute","transferência de crédito, empresa que emitiu, manifestação do fisco"
99-18,99-0,0.771,same_record,,11,11,"gerador do ibs, nota de crédito, leiaute da nf-e",Reforma Tributária do
99-18,99-113,0.767,same_record,,11,11,"gerador do ibs, nota de crédito, leiaute da nf-e","pagamento antecipado, nf-e referenciada, bens e serviços"
99-18,99-46,0.756,same_record,,11,11,"gerador do ibs, nota de crédito, leiaute da nf-e","tipo de nota, operação presencial fora, fato gerador"
99-18,78-4,0.748,other_document,,11,74,"gerador do ibs, nota de crédito, leiaute da nf-e","Gera Notas Fiscais de Transferência ICMS (FATU18) — transferência de icms, coloca-se os filtros, usa-se"
99-18,99-1,0.746,same_record,,11,11,"gerador do ibs, nota de crédito, leiaute da nf-e","referenciamento de item, fiscal eletrônico df-e, tributos ibs cbs"
99-19,99-47,0.733,same_record,,11,-1,"indicador do local, ente governamental, prestação de serviços","alíquota do ibs, maior que zero, tpentegov"
99-19,99-18,0.683,same_topic,,11,11,"indicador do local, ente governamental, prestação de serviços","gerador do ibs, nota de crédito, leiaute da nf-e"
99-19,99-46,0.680,same_record,,11,11,"indicador do local, ente governamental, prestação de serviços","tipo de nota, operação presencial fora, fato gerador"
99-19,99-48,0.668,same_record,,11,11,"indicador do local, ente governamental, prestação de serviços","operação com ente, governamental for igual, fornecimento já realizado"
99-19,99-122,0.666,same_record,,11,10,"indicador do local, ente governamental, prestação de serviços","uso e consumo, nf-e de aquisição, informações por item"
99-20,99-113,0.728,same_record,,11,11,"antecipação de pagamento, descrição ele pai, móvel usado","pagamento antecipado, nf-e referenciada, bens e serviços"
99-20,99-18,0.706,same_topic,,11,11,"antecipação de pagamento, descrição ele pai, móvel usado","gerador do ibs, nota de crédito, leiaute da nf-e"
99-20,99-21,0.702,same_topic,,11,12,"antecipação de pagamento, descrição ele pai, móvel usado","imposto seletivo, descrição ele pai, utilizar tabela"
99-20,99-24,0.697,same_topic,,11,12,"antecipação de pagamento, descrição ele pai, móvel usado","tabela de cst, informações do diferimento, preenchimento deste grupo"
99-20,99-41,0.690,same_topic,,11,11,"antecipação de pagamento, descrição ele pai, móvel usado","descrição ele pai, total do imposto, documento fiscal eletrônico"
99-21,99-22,0.826,same_topic,,12,12,"imposto seletivo, descrição ele pai, utilizar tabela","grupo de informações, devolução do ibs, bens e serviços"
99-21,99-58,0.822,same_record,,12,12,"imposto seletivo, descrição ele pai, utilizar tabela","imposto seletivo, implementação futura, total da nf-e"
99-21,99-60,0.817,same_record,,12,12,"imposto seletivo, descrição ele pai, utilizar tabela","crt regime normal, implementação em produção, cst do ibs"
99-21,99-59,0.773,same_record,,12,12,"imposto seletivo, descrição ele pai, utilizar tabela","imposto seletivo, exigir a alíquota, diferente de zero"
99-21,99-78,0.752,same_record,,12,13,"imposto seletivo, descrição ele pai, utilizar tabela","grupo da tributação, tributo regular, gibscbs gtribregular"
99-22,99-24,0.861,same_topic,,12,12,"grupo de informações, devolução do ibs, bens e serviços","tabela de cst, informações do diferimento, preenchimento deste grupo"
99-22,99-21,0.826,same_topic,,12,12,"grupo de informações, devolução do ibs, bens e serviços","imposto seletivo, descrição ele pai, utilizar tabela"
99-22,99-27,0.798,same_topic,,12,13,"grupo de informações, devolução do ibs, bens e serviços","alíquota do ibs, grupo de informações, obrigatoriedade ou vedação"
99-22,99-58,0.776,same_record,,12,12,"grupo de informações, devolução do ibs, bens e serviços","imposto seletivo, implementação futura, total da nf-e"
99-22,99-32,0.773,same_topic,,12,13,"grupo de informações, devolução do ibs, bens e serviços","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-23,99-68,0.790,same_record,,12,12,"ibs de competência, alíquota efetiva, predutor se houver","uso de diferimento, ibs do município, cst possui indicador"
99-23,99-71,0.785,same_record,,12,12,"ibs de competência, alíquota efetiva, predutor se houver","ibs do item, alíquota da cbs, vdif vdevtrib"
99-23,99-24,0.730,same_topic,,12,12,"ibs de competência, alíquota efetiva, predutor se houver","tabela de cst, informações do diferimento, preenchimento deste grupo"
99-23,99-67,0.726,same_record,,12,12,"ibs de competência, alíquota efetiva, predutor se houver","redução de alíquota, houver compra governamental, indicador que veda"
99-23,99-27,0.726,same_topic,,12,13,"ibs de competência, alíquota efetiva, predutor se houver","alíquota do ibs, grupo de informações, obrigatoriedade ou vedação"
99-24,99-22,0.861,same_topic,,12,12,"tabela de cst, informações do diferimento, preenchimento deste grupo","grupo de informações, devolução do ibs, bens e serviços"
99-24,99-25,0.809,same_topic,,12,12,"tabela de cst, informações do diferimento, preenchimento deste grupo","zero da cbs, operações em áreas, percentual de devolução"
99-24,99-74,0.805,same_record,,12,12,"tabela de cst, informações do diferimento, preenchimento deste grupo","devolução da cbs, gcbs gred, redução de alíquota"
99-24,99-27,0.802,same_topic,,12,13,"tabela de cst, informações do diferimento, preenchimento deste grupo","alíquota do ibs, grupo de informações, obrigatoriedade ou vedação"
99-24,99-66,0.791,same_record,,12,12,"tabela de cst, informações do diferimento, preenchimento deste grupo","cst do ibs, redução de alíquota, gibsuf gred"
99-25,99-24,0.809,same_topic,,12,12,"zero da cbs, operações em áreas, percentual de devolução","tabela de cst, informações do diferimento, preenchimento deste grupo"
99-25,99-74,0.795,same_record,,12,12,"zero da cbs, operações em áreas, percentual de devolução","devolução da cbs, gcbs gred, redução de alíquota"
99-25,99-77,0.764,same_record,,12,12,"zero da cbs, operações em áreas, percentual de devolução","grupo da tributação, informado gcbs galczfmcbs, tributária do ibs"
99-25,99-22,0.745,same_topic,,12,12,"zero da cbs, operações em áreas, percentual de devolução","grupo de informações, devolução do ibs, bens e serviços"
99-25,99-66,0.731,same_record,,12,12,"zero da cbs, operações em áreas, percentual de devolução","cst do ibs, redução de alíquota, gibsuf gred"
99-26,99-77,0.756,same_record,,-1,12,"informações da tributação, operação fora, regimes","grupo da tributação, informado gcbs galczfmcbs, tributária do ibs"
99-26,99-25,0.731,same_topic,,-1,12,"informações da tributação, operação fora, regimes","zero da cbs, operações em áreas, percentual de devolução"
99-26,99-76,0.698,same_record,,-1,12,"informações da tributação, operação fora, regimes","cruzeiro do sul, boa vista, informado gcbs galczfmcbs"
99-26,99-52,0.670,same_record,,-1,-1,"informações da tributação, operação fora, regimes","inscrição do emitente, dígito verificador inválido, emit isufemit"
99-26,99-91,0.665,same_record,,-1,13,"informações da tributação, operação fora, regimes","gmonopadrao da cbs, informado o grupo, padrão de combustível"
99-27,99-33,0.835,same_topic,,13,13,"alíquota do ibs, grupo de informações, obrigatoriedade ou vedação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-27,99-31,0.833,same_topic,,13,13,"alíquota do ibs, grupo de informações, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-27,99-37,0.825,same_topic,,13,13,"alíquota do ibs, grupo de informações, obrigatoriedade ou vedação","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-27,99-35,0.817,same_topic,,13,13,"alíquota do ibs, grupo de informações, obrigatoriedade ou vedação","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-27,99-38,0.814,same_topic,,13,13,"alíquota do ibs, grupo de informações, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência"
99-28,99-29,0.901,same_topic,,13,13,"estabelecida na legislação, imposto é obtido, rem pela quantidade","sujeito à retenção, quantidade tributada sujeita, substituído por grupo"
99-28,99-35,0.894,same_topic,,13,13,"estabelecida na legislação, imposto é obtido, rem pela quantidade","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-28,99-31,0.893,same_topic,,13,13,"estabelecida na legislação, imposto é obtido, rem pela quantidade","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-28,99-30,0.892,same_topic,,13,13,"estabelecida na legislação, imposto é obtido, rem pela quantidade","estabelecida na legislação, ibs retido anteriormente, rem pela quantidade"
99-28,99-36,0.888,same_topic,,13,13,"estabelecida na legislação, imposto é obtido, rem pela quantidade","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-29,99-36,0.939,same_topic,,13,13,"sujeito à retenção, quantidade tributada sujeita, substituído por grupo","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-29,99-34,0.923,same_topic,,13,13,"sujeito à retenção, quantidade tributada sujeita, substituído por grupo","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-29,99-28,0.901,same_topic,,13,13,"sujeito à retenção, quantidade tributada sujeita, substituído por grupo","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-29,99-32,0.877,same_topic,,13,13,"sujeito à retenção, quantidade tributada sujeita, substituído por grupo","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-29,99-30,0.859,same_topic,,13,13,"sujeito à retenção, quantidade tributada sujeita, substituído por grupo","estabelecida na legislação, ibs retido anteriormente, rem pela quantidade"
99-30,99-28,0.892,same_topic,,13,13,"estabelecida na legislação, ibs retido anteriormente, rem pela quantidade","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-30,99-35,0.862,same_topic,,13,13,"estabelecida na legislação, ibs retido anteriormente, rem pela quantidade","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-30,99-29,0.859,same_topic,,13,13,"estabelecida na legislação, ibs retido anteriormente, rem pela quantidade","sujeito à retenção, quantidade tributada sujeita, substituído por grupo"
99-30,99-31,0.837,same_topic,,13,13,"estabelecida na legislação, ibs retido anteriormente, rem pela quantidade","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-30,99-36,0.833,same_topic,,13,13,"estabelecida na legislação, ibs retido anteriormente, rem pela quantidade","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-31,99-28,0.893,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-31,99-35,0.882,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-31,99-33,0.880,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-31,99-37,0.866,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-31,99-30,0.837,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação","estabelecida na legislação, ibs retido anteriormente, rem pela quantidade"
99-32,99-36,0.907,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-32,99-34,0.881,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-32,99-29,0.877,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, quantidade tributada sujeita, substituído por grupo"
99-32,99-28,0.867,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-32,99-33,0.844,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-33,99-35,0.930,same_topic,,13,13,"valorem do ibs, informações da tributação, preenchimento deste grupo","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-33,99-37,0.929,same_topic,,13,13,"valorem do ibs, informações da tributação, preenchimento deste grupo","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-33,99-31,0.880,same_topic,,13,13,"valorem do ibs, informações da tributação, preenchimento deste grupo","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-33,99-38,0.876,same_topic,,13,13,"valorem do ibs, informações da tributação, preenchimento deste grupo","preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência"
99-33,99-34,0.873,same_topic,,13,13,"valorem do ibs, informações da tributação, preenchimento deste grupo","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-34,99-36,0.935,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-34,99-29,0.923,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, quantidade tributada sujeita, substituído por grupo"
99-34,99-32,0.881,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-34,99-33,0.873,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-34,99-37,0.859,same_topic,,13,13,"sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-35,99-37,0.940,same_topic,,13,13,"informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-35,99-33,0.930,same_topic,,13,13,"informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-35,99-28,0.894,same_topic,,13,13,"informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-35,99-38,0.893,same_topic,,13,13,"informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência"
99-35,99-31,0.882,same_topic,,13,13,"informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-36,99-29,0.939,same_topic,,13,13,"sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, quantidade tributada sujeita, substituído por grupo"
99-36,99-34,0.935,same_topic,,13,13,"sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-36,99-32,0.907,same_topic,,13,13,"sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","sujeito à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-36,99-28,0.888,same_topic,,13,13,"sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","estabelecida na legislação, imposto é obtido, rem pela quantidade"
99-36,99-37,0.877,same_topic,,13,13,"sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-37,99-35,0.940,same_topic,,13,13,"valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-37,99-33,0.929,same_topic,,13,13,"valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-37,99-38,0.908,same_topic,,13,13,"valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência"
99-37,99-36,0.877,same_topic,,13,13,"valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-37,99-31,0.866,same_topic,,13,13,"valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação","preenchimento deste grupo, obrigatoriedade ou vedação, informações da tributação"
99-38,99-37,0.908,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência","valorem da cbs, preenchimento deste grupo, obrigatoriedade ou vedação"
99-38,99-35,0.893,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência","informações da tributação, preenchimento deste grupo, obrigatoriedade ou vedação"
99-38,99-33,0.876,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-38,99-36,0.868,same_topic,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência","sujeita à retenção, preenchimento deste grupo, obrigatoriedade ou vedação"
99-38,99-90,0.857,same_record,,13,13,"preenchimento deste grupo, obrigatoriedade ou vedação, ajuste de competência","gpbiodiferenca do ibs, informado o grupo, tributação monofásica"
99-39,99-40,0.863,same_topic,,13,-1,"presumido da operação, informações do crédito, ind gcredpresoper","presumido em condição, percentual do crédito, preenchimento deste grupo"
99-39,99-102,0.820,same_record,,13,13,"presumido da operação, informações do crédito, ind gcredpresoper","estorno de crédito, ibscbs gcredpresoper, presumido da operação"
99-39,99-103,0.803,same_record,,13,-1,"presumido da operação, informações do crédito, ind gcredpresoper","presumido do ibs, tabela de crédito, gibscredpres"
99-39,99-120,0.775,same_record,,13,13,"presumido da operação, informações do crédito, ind gcredpresoper","tabela de crédito, presumido do ibs, cbs informado indevidamente"
99-39,99-33,0.770,same_topic,,13,13,"presumido da operação, informações do crédito, ind gcredpresoper","valorem do ibs, informações da tributação, preenchimento deste grupo"
99-40,99-39,0.863,same_topic,,-1,13,"presumido em condição, percentual do crédito, preenchimento deste grupo","presumido da operação, informações do crédito, ind gcredpresoper"
99-40,99-103,0.801,same_record,,-1,-1,"presumido em condição, percentual do crédito, preenchimento deste grupo","presumido do ibs, tabela de crédito, gibscredpres"
99-40,99-104,0.800,same_record,,-1,-1,"presumido em condição, percentual do crédito, preenchimento deste grupo","presumido da cbs, uso de crédito, ibscbs gcredpresoper gcbscredpres"
99-40,99-105,0.791,same_record,,-1,13,"presumido em condição, percentual do crédito, preenchimento deste grupo","devedor na zfm, presumido de ibs, ano e mês"
99-40,99-120,0.784,same_record,,-1,13,"presumido em condição, percentual do crédito, preenchimento deste grupo","tabela de crédito, presumido do ibs, cbs informado indevidamente"
99-41,99-1,0.857,same_record,,11,11,"descrição ele pai, total do imposto, documento fiscal eletrônico","referenciamento de item, fiscal eletrônico df-e, tributos ibs cbs"
99-41,99-106,0.824,same_record,,11,-1,"descrição ele pai, total do imposto, documento fiscal eletrônico","total do item, igual ao somatório, vitem"
99-41,99-109,0.774,same_record,,11,-1,"descrição ele pai, total do imposto, documento fiscal eletrônico","informados nos itens, difere da soma, diferimento do ibs"
99-41,99-0,0.772,same_record,,11,11,"descrição ele pai, total do imposto, documento fiscal eletrônico",Reforma Tributária do
99-41,99-107,0.756,same_record,,11,11,"descrição ele pai, total do imposto, documento fiscal eletrônico","nível de item, dfereferenciado chaveacesso, documento fiscal referenciado"
99-42,99-109,0.776,same_record,,-1,-1,"total do ibs, devolução de tributos, presumido em condição","informados nos itens, difere da soma, diferimento do ibs"
99-42,99-110,0.773,same_record,,-1,-1,"total do ibs, devolução de tributos, presumido em condição","informados nos itens, difere da soma, total do ibs"
99-42,99-111,0.767,same_record,,-1,-1,"total do ibs, devolução de tributos, presumido em condição","difere da soma, informados nos itens, total do ibs"
99-42,99-27,0.766,same_topic,,-1,13,"total do ibs, devolução de tributos, presumido em condição","alíquota do ibs, grupo de informações, obrigatoriedade ou vedação"
99-42,99-24,0.750,same_topic,,-1,12,"total do ibs, devolução de tributos, presumido em condição","tabela de cst, informações do diferimento, preenchimento deste grupo"
99-43,99-44,0.804,same_topic,,11,11,"previsão de entrega, saída da nota, informado data","crédito do tipo, nf-e complementar, previsão de entrega"
99-43,99-113,0.759,same_record,,11,11,"previsão de entrega, saída da nota, informado data","pagamento antecipado, nf-e referenciada, bens e serviços"
99-43,99-18,0.745,same_record,,11,11,"previsão de entrega, saída da nota, informado data","gerador do ibs, nota de crédito, leiaute da nf-e"
99-43,99-46,0.734,same_topic,,11,11,"previsão de entrega, saída da nota, informado data","tipo de nota, operação presencial fora, fato gerador"
99-43,99-107,0.719,same_record,,11,11,"previsão de entrega, saída da nota, informado data","nível de item, dfereferenciado chaveacesso, documento fiscal referenciado"
99-44,99-46,0.826,same_topic,,11,11,"crédito do tipo, nf-e complementar, previsão de entrega","tipo de nota, operação presencial fora, fato gerador"
99-44,99-43,0.804,same_topic,,11,11,"crédito do tipo, nf-e complementar, previsão de entrega","previsão de entrega, saída da nota, informado data"
99-44,99-45,0.781,same_topic,,11,11,"crédito do tipo, nf-e complementar, previsão de entrega","tipo de operação, incompatível com nf-e, débito ou crédito"
99-44,99-113,0.773,same_record,,11,11,"crédito do tipo, nf-e complementar, previsão de entrega","pagamento antecipado, nf-e referenciada, bens e serviços"
99-44,99-131,0.760,same_record,,11,11,"crédito do tipo, nf-e complementar, previsão de entrega","crédito de ibs, item na nfe, destinatário da nf-e"
99-45,99-46,0.803,same_topic,,11,11,"tipo de operação, incompatível com nf-e, débito ou crédito","tipo de nota, operação presencial fora, fato gerador"
99-45,99-54,0.794,same_topic,,11,11,"tipo de operação, incompatível com nf-e, débito ou crédito","devolução de mercadoria, parcial na entrega, serão aceitos"
99-45,99-65,0.789,same_record,,11,12,"tipo de operação, incompatível com nf-e, débito ou crédito","cálculo do ibs, tipo de nota, total da nf-e"
99-45,99-113,0.784,same_record,,11,11,"tipo de operação, incompatível com nf-e, débito ou crédito","pagamento antecipado, nf-e referenciada, bens e serviços"
99-45,99-44,0.781,same_topic,,11,11,"tipo de operação, incompatível com nf-e, débito ou crédito","crédito do tipo, nf-e complementar, previsão de entrega"
99-46,99-44,0.826,same_topic,,11,11,"tipo de nota, operação presencial fora, fato gerador","crédito do tipo, nf-e complementar, previsão de entrega"
99-46,99-45,0.803,same_topic,,11,11,"tipo de nota, operação presencial fora, fato gerador","tipo de operação, incompatível com nf-e, débito ou crédito"
99-46,99-131,0.790,same_record,,11,11,"tipo de nota, operação presencial fora, fato gerador","crédito de ibs, item na nfe, destinatário da nf-e"
99-46,99-65,0.789,same_record,,11,12,"tipo de nota, operação presencial fora, fato gerador","cálculo do ibs, tipo de nota, total da nf-e"
