chunk_id,cluster,x,y,doc_name,record_type,module,title
227-2,15,5.122,11.791,Relatório Materiais Não Apropriados por OF - ESTO47.pdf,pedido,ESTO,"Relatório Materiais Não Apropriados por OF (ESTO47) — abastecimento a menor, precisa ser abastecido, filtro de área"
228-0,-1,5.912,11.317,Relatório Plano Abastecimento Materiais - ESTO113.pdf,documentacao,ESTO,"Relatório Plano Abastecimento Materiais (ESTO113) — relatório plano abastecimento, materiais"
228-1,108,5.503,12.601,Relatório Plano Abastecimento Materiais - ESTO113.pdf,pedido,ESTO,Relatório Plano Abastecimento Materiais (ESTO113) — Suprimentos
229-0,-1,6.123,10.851,Relatório Posição de Estoque Detalhado – ESTO125.pdf,documentacao,ESTO,"Relatório Posição de Estoque Detalhado (ESTO125) — posição de estoque, detalhado"
229-1,-1,6.005,10.726,Relatório Posição de Estoque Detalhado – ESTO125.pdf,pedido,ESTO,Relatório Posição de Estoque Detalhado (ESTO125) — Suprimentos Estoque Relatório
229-2,-1,6.958,10.827,Relatório Posição de Estoque Detalhado – ESTO125.pdf,pedido,ESTO,"Relatório Posição de Estoque Detalhado (ESTO125) — vinculado ao lote, foco no segmento, cabeçalho os filtros"
229-3,-1,6.075,10.807,Relatório Posição de Estoque Detalhado – ESTO125.pdf,pedido,ESTO,Relatório Posição de Estoque Detalhado (ESTO125) — RELATÓRIOS POSIÇÃO DE ESTOQUE DETALHADO - ESTO125 - DESENVOLVER NOVO LAYOUT RELATÓRIO COM…
230-0,83,6.660,10.541,Relatório Posição de Estoque por Unidade Armazenamento_Lote – ESTO52.pdf,documentacao,ESTO,"ESTO52 — unidade armazenamento lote, usado pela brisa, exemplo do relatório"
231-0,83,6.707,10.547,Relatório Posição de Estoque por Unidade de Armazenamento_Lote (SKU) - ESTO102_BRI.pdf,documentacao,,"estoque por unidade, usado pela brisa, exemplo do relatório"
231-1,43,7.717,10.951,Relatório Posição de Estoque por Unidade de Armazenamento_Lote (SKU) - ESTO102_BRI.pdf,documentacao,,Consulta Ordem de Fabricação (CFAB2) — Visto em testes em 060421
232-0,91,5.878,10.524,Relatório Posição Estoque - ESTO13.pdf,documentacao,ESTO,"Relatório Posição Estoque (ESTO13) — suprimento tmp atm, relatório posição estoque, tabelas temporárias"
232-1,-1,6.419,12.003,Relatório Posição Estoque - ESTO13.pdf,documentacao,ESTO,Relatório Posição Estoque (ESTO13) — Para Listar o controle de Qtde Secundaria no Relatório
232-2,48,4.452,10.193,Relatório Posição Estoque - ESTO13.pdf,documentacao,ESTO,"Relatório Posição Estoque (ESTO13) — localizado um caractere, custo transacional ret, virada ao tentar"
232-3,91,5.694,10.528,Relatório Posição Estoque - ESTO13.pdf,email,ESTO,Relatório Posição Estoque (ESTO13) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
232-4,91,5.784,10.464,Relatório Posição Estoque - ESTO13.pdf,email,ESTO,Relatório Posição Estoque (ESTO13) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
232-5,91,5.709,10.514,Relatório Posição Estoque - ESTO13.pdf,email,ESTO,Relatório Posição Estoque (ESTO13) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
232-6,91,5.976,10.291,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — RELATORIO POSIÇÃO DE ESTOQUE - MUDAR A LOGICA DE COMO O RELATORIO TRATA O ESTOQUE…
232-7,91,5.707,9.733,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — O RELATÓRIO CONSIDERA DE MANEIRA ERRADA ESTOQUE EM TRÂNSITO COMO ESTOQUE INICIAL NO…
232-8,91,6.076,10.468,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — RELATÓRIOS POSIÇÃO DE ESTOQUE - ESTO13 - REPORT ESTO43 - RELATÓRIO NÃO ESTÁ CONSIDERANDO…
232-9,91,6.008,10.586,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,"Relatório Posição Estoque (ESTO13) — RELATÓRIO POSIÇÃO DE ESTOQUE - CRIAR FILTRO, AGRUPAMENTO E TOTALIZADOR POR MARCA ROTINA"
232-10,91,5.886,10.442,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — RELATÓRIO POSIÇÃO ESTOQUE - O RELATÓRIO EM EXCEL ESTA GERANDO DIFERENTE DO RELATORIO EM…
232-11,-1,4.207,10.730,Relatório Posição Estoque - ESTO13.pdf,documentacao,ESTO,"Relatório Posição Estoque (ESTO13) — bruno ferrini, dados de grade, visita efetuada"
232-12,91,5.830,10.437,Relatório Posição Estoque - ESTO13.pdf,email,ESTO,Relatório Posição Estoque (ESTO13) — Está configurado el “Reporte Posición Existencia” para generar los datos en el excel…
232-13,94,6.527,10.892,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — ESTO13 - Funcionamento Custo Médio e Custo Standard Rotina
232-14,94,6.435,11.102,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,Relatório Posição Estoque (ESTO13) — Verificar motivo de não estar trazendo a informação do custo standard ao gerar planilha…
232-15,2,1.399,13.154,Relatório Posição Estoque - ESTO13.pdf,pedido,ESTO,"Relatório Posição Estoque (ESTO13) — posição de estoque, moeda dólar, gerar as tarifas"
233-0,19,2.265,14.982,Configuração e geração de Relatório de Calculo de CPRB.pdf,documentacao,,Programas (ADMI6) — Configuração e geração de Relatório de Calculo de CPRB (Contribuição
234-0,-1,2.811,3.793,Evento 2206.pdf,documentacao,,FPAG186 — Erros S-2206 E-social 1 1. Erro
235-0,88,6.095,10.171,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"ESTO20 — movimentação do produto, implantação de saldo, qtde correta"
235-1,88,5.996,9.848,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Malu, em 01/2012"
235-2,56,5.101,10.867,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Situação ocorrida no Henrich, em 02/2012"
235-3,-1,4.644,9.824,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"VER DISPLAY ERRO, mensagem KND-000731 Resposta"
235-4,87,5.010,9.622,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"VER DISPLAY ERRO Boa tarde,"
235-5,-1,5.374,9.664,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"trata cada tipo, identificacao nas tabelas, estoque fisico"
235-6,-1,5.735,8.759,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"pergunta sobre estoque Bom dia,"
235-7,-1,5.613,9.408,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Importação dos Estoques
235-8,-1,5.670,9.279,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Importação dos Estoques
235-9,-1,5.660,9.345,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"atm nfs, entrada ao estoque, seguintes tabelas"
235-10,88,5.748,10.084,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"faturamento nem pedidos, entradas ao estoque, produto não tenha"
235-11,88,5.980,9.987,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"Enviando email: Ajuste Estoque Minuano.txt Bom dia,"
235-12,-1,5.518,9.158,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"saldo em industrialização, importaram, virada"
235-13,-1,5.508,9.349,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Erro de estoque
235-14,-1,5.522,9.081,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"Erro de estoque Boa tarde,"
235-15,87,5.565,9.253,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Erro de estoque Minha opinião
235-16,-1,5.528,8.940,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"Problema estoque de industrialização Bom dia,"
235-17,88,6.114,10.014,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,ADEQUAR SISTEMA PARA QUE ACEITE MOVIMENTOS DE ESTOQUE RETROATIVOS
235-18,-1,6.296,10.594,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,ROTINA CUSTO TRANSACIONAL - PREVER ORDENAÇÃO NO PROCESSAMENTO DOS DADOS CFE.PARAMETRIZAÇÃO
235-19,102,6.162,11.731,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Implantação de Saldo (ESTO2) — AJUSTAR VALIDAÇÃO OBRIGATORIEDADE CENTROS DE CUSTO NOS LANÇAMENTOS
235-20,-1,6.253,11.445,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"LANÇAMENTOS DE ESTOQUE, CRIAR TRIGGER DE VALIDAÇÃO: P/ PRODUTOS CONFIGURADOS COM UNIDADE…"
235-21,-1,6.445,11.517,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"CRIAR TRIGGER DE VALIDAÇÃO, PARA NO APONTAMENTO QUE GERA O PRODUTO PRONTO NO ESTOQUE, NÃO"
235-22,42,6.925,11.566,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,Custo Arbitrado
235-23,-1,5.585,9.434,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Para considerar notas no calculo do custo de entrada no estoque: controle faturamento tem…
235-24,78,5.774,9.991,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"lcto estoque seq, movimento de saída, nenc atm"
235-25,88,6.050,10.056,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Administração Cadastros Parâmetros (ADMI8) — tirar o estoque, data do movimento, visto com jean"
235-26,-1,7.520,11.869,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"questão de apontamentos, produto pronto provenientes, faturadas como mão"
235-27,-1,7.443,11.771,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Relatório Posição Estoque (ESTO13) — contabilmente está certo listar as qtdes de Couros Acabados “Beneficiamento” que estão em…
235-28,-1,6.010,11.308,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"zerada na unidade, fique com qtde, estoque lançamentos alteração"
235-29,-1,5.601,8.076,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"entrada devolução, rotina de estoque, procede"
235-30,87,5.534,9.211,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"DIFERENÇA INVENTÁRIO FEVEREIRO/2017 Oi Herta,"
235-31,42,6.892,11.533,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"utiliza custeio arbitrado, gerou o custo, entrada ao estoque"
235-32,-1,4.835,8.301,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"valorização de entrada do produto pronto, favor me repassa também Oi"
235-33,-1,4.820,8.395,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Exercício Fiscal (ADMI53) — Mensagem “KND-003374… Valor de entrada de estoque deve ser maior que zero”
235-34,-1,5.954,10.103,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"tabela lcto estoque, utiliza custeio arbitrado, custo de entrada"
235-35,78,5.646,10.041,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Ajuda nos RAs
235-36,-1,5.509,9.440,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,• Qual a diferença entre elas?
235-37,114,7.494,11.906,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"rotina de apontamento de produção, na qual ocorre a entrada do produto pronto no estoque,…"
235-38,-1,6.093,11.351,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Criar validação para que o ""Lote"" (Lote do controle de Estoque) não fique com qtde zerada…"
235-39,78,5.351,10.495,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"registrado os dados, mostra numa coluna, lcto historico atm"
235-40,-1,8.135,11.517,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"APONTAMENTO (TODAS ROTINAS DE APONTAMENTO): P/ O CUSTO UNITÁRIO, NÃO CONSIDERAR NOTAS…"
235-41,87,5.653,9.278,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,Visto em 092020
235-42,87,5.532,9.147,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Situação valorização de produto por Aliquota de ICMS
235-43,94,6.312,11.008,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Reporte Movimientos (ESTO8) — ESTO8 - DEBUGAR CAMPO Rotina
235-44,87,5.572,9.038,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,Arquivar...situação de valorização de Estoque
235-45,-1,5.872,8.034,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"valorização de estoque, mostrando o item, incluir uma nova"
235-46,-1,5.416,8.058,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,ESTO20 — FATU3 - VERIFICAR ROTINA DE CUSTO DE BENEFICIAMENTO NA BASE DE TESTES Rotina: [Imagem:…
235-47,-1,5.853,8.036,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Livro Inventário (ESTO15) — usando esta operação, mob com icms, mão de obra"
235-48,145,5.703,7.942,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Consulta Estoque Produto (ESTO7) — Observação: HK tem Localização Padrão informada no Produto
235-49,94,6.465,10.803,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Registro Controle Produção e Estoque (ESTO19) — ESTO19 | VERIFICAR LÓGICA DO CUSTO UNITÁRIO DE LANÇAMENTO QUE DIVERGE DO RESTANTE Rotina
235-50,94,6.574,10.996,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Reclassificação de Produtos (ESTO115) — RECLASSIFICAÇÃO DE PRODUTOS - ESTO115 - VERIFICAR COMO É REALIZADO O CÁLCULO DOS VALORES…
235-51,78,5.540,10.284,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"NA TABELA LCTO_HISTORICO_ATM, NO MOMENTO QUE OCORRER A GRAVAÇÃO DA MOVIMENTAÇÃO REALIZADA,"
235-52,-1,3.167,9.964,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Administração Cadastros Parâmetros (ADMI8) — ADMI8 - CRIAR PARÂMETRO GERAL QUE DESATIVE A VALIDAÇÃO DE RETROATIVIDADE
235-53,-1,5.775,9.366,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Administração Cadastros Parâmetros (ADMI8) — localização do lançamento, rotinas de estoque, lcto seq"
235-54,-1,4.830,8.476,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Administração Cadastros Parâmetros (ADMI8) — rotina está fazendo, permitindo gerar negativos, knd na tentativa"
235-55,87,5.885,10.347,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Requisição Informada (ESTO4) — REGISTRO CONTROLE PRODUÇÃO E ESTOQUE - VERIFICAR CUSTOS NEGATIVOS LISTADOS NO RELATÓRIO…
235-56,-1,4.807,8.148,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"validação desta mensagem, utilizando da qtde, movimento de baixa"
235-57,89,6.309,10.179,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Consulta Estoque Produto (ESTO7) — CONSULTA ESTOQUE PRODUTO - ESTO7 - IDENTIFICAR E CORRIGIR O MOTIVO DE TER REALIZADO DOIS
235-58,88,6.323,10.115,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,ESTOQUE - AJUSTE ESTOQUES DIVERGENTES Rotina
235-59,89,6.234,10.014,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,CEXC109 — CONSULTA ESTOQUE PRODUTO - ESTO7 - OFICIALIZAR AJUSTES DE ESTOQUE DOS PRODUTOS Rotina
235-60,77,5.194,9.641,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"ADMI16 — qtde no controle, localizações de várias, job das divergências"
235-61,-1,4.866,7.896,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Plano de Produção (MPSP5) — valorização da entrada, precisaria ser testada, melhor para certeza"
235-62,56,4.666,11.275,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,Instruções enviadas para VPS em 200524
235-63,-1,6.760,11.222,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,CUST2 — Estoque: temas que refletem em questões contábeis/fiscais
235-64,-1,7.482,12.106,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"Estruturação de Produto (EPRO15) — entrada ao estoque, produto e criamos, parte da produção"
235-65,-1,8.320,11.818,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Encerramento de Ordem de Fabricação (CFAB1) — zero ao tentar, vezes a venda, vendas para demais"
235-66,42,6.987,11.686,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Pessoas Físicas/Jurídicas (ADMI34) — Custo/Custeio arbitrado
235-67,94,6.556,11.011,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,CUST2 — ESTO7 - Verificar custo unitário puxando informação incorreta
235-68,94,6.574,10.989,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"CUST2 — entrada no estoque, tabelas do banco, boa tarde lucas"
235-69,78,5.383,10.317,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"ESTO14 — lcto estoque atm, maior de tempo, irá atualizar"
235-70,87,5.905,9.733,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Registro Controle Produção e Estoque (ESTO19) — Revisar o cálculo do custo médio, e custo de entrada de estoque, do Produto 1041196"
235-71,-1,5.339,7.506,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Notas Fiscais de Entrada (FATU3) — registrada no protocolo, gerar o bloco, num arquivo"
235-72,94,6.465,11.024,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Registro Controle Produção e Estoque (ESTO19) — [Imagem: LFIS51]
235-73,78,5.861,10.041,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Encerramento de Ordem de Fabricação (CFAB1) — lançamentos de estoques, seriam os corretos, trans estoque atm"
235-74,78,5.788,10.060,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,"Livro Inventário (ESTO15) — Agora, efetuando a sequência dos procedimentos da situação no cliente"
235-75,94,6.291,10.798,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"rotina gera, custo médio, demonstrado"
235-76,94,6.450,10.858,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,pedido,,Registro Controle Produção e Estoque (ESTO19) — Revisar e corrigir rotina de conta de chegada
235-77,87,5.921,9.713,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Ajuste Estoque (ESTO104) — diferença contábil, utilizado o aumentando, tinha saldo identificação"
235-78,87,5.759,9.623,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,documentacao,,"Ajuste Estoque (ESTO104) — turnos para revisar, tipo estarão melhor, terceiros mas retornou"
235-79,-1,2.792,2.796,Situações do Estoque_Valorizações_Custo_ e Estoque.pdf,email,,"Notas Fiscais de Entrada (FATU3) — Imposto CBS: esse imposto aqui, este ano não interfere em nada NO ESTOQUE...a partir do…"
236-0,67,5.669,10.805,Relatório Posição Estoque Comparativo.pdf,documentacao,,"relatório posição estoque, comparativo"
236-1,91,6.167,10.263,Relatório Posição Estoque Comparativo.pdf,pedido,,"ESTO74 — percentual de variação, desenvolver um relatório, utilizando como base"
237-0,-1,5.912,12.111,Relatório Previsão de Abastecimento de Matéria Prima.pdf,documentacao,,"ESTO82 — previsão de abastecimento, xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx, matéria prima"
237-1,108,5.814,12.350,Relatório Previsão de Abastecimento de Matéria Prima.pdf,email,,ESTO82 — campos para o relatório Relatório Previsão de Abastecimento de Matéria Prima (ESTO82)
238-0,88,6.075,10.741,Relatório Produto à Inventariar Resumido – CRI.pdf,documentacao,,"produto à inventariar, resumido, cri"
238-1,-1,4.219,12.973,Relatório Produto à Inventariar Resumido – CRI.pdf,pedido,,"1= Trazer no relatório apenas registros de ""ultimo nível"" da arvore da Estruturação de…"
238-2,108,6.876,12.657,Relatório Produto à Inventariar Resumido – CRI.pdf,documentacao,,"fonte e altura, relatório em pdf, muito pequeno"
238-3,-1,4.127,12.536,Relatório Produto à Inventariar Resumido – CRI.pdf,documentacao,,"gradeamento das linhas, efetue, ideal"
238-4,-1,4.265,12.649,Relatório Produto à Inventariar Resumido – CRI.pdf,documentacao,,"ESTO124 — gradeamento das linhas, fonte e altura, chão de fabrica"
238-5,-1,5.933,11.674,Relatório Produto à Inventariar Resumido – CRI.pdf,documentacao,,Visto na Implantação da GS em 06/2019
239-0,92,6.344,10.310,Relatório Transferência SKU – ESTO148.pdf,documentacao,ESTO,Relatório Transferência SKU (ESTO148) — relatório transferência sku
239-1,83,6.573,10.540,Relatório Transferência SKU – ESTO148.pdf,pedido,ESTO,Relatório Transferência SKU (ESTO148) — TRANSFERÊNCIA DE SKU - CRIAR RELATÓRIO/CONSULTA QUE DEMONSTRE AS CAIXAS DESMANCHADAS…
240-0,108,5.819,11.696,Requisição Informada – ESTO4.pdf,pedido,ESTO,"Requisição Informada (ESTO4) — Preparar o programa Requisição Informada, para realizar baixas com lote, do tipo estoque…"
240-1,102,6.076,11.844,Requisição Informada – ESTO4.pdf,pedido,ESTO,"Requisição Informada (ESTO4) — sugerir o centro, informada na requisição, custo de acordo"
240-2,-1,6.045,10.260,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — ESTO4 - LOTES ESTÃO FICANDO NEGATIVOS NO ESTOQUE Rotina
240-3,-1,6.482,10.914,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — ESTO4 - REQUISIÇÕES DE CRI ESTÃO COM PROBLEMAS DE CENTRO DE CUSTO E QUANTIDADE DA GRADE…
240-4,102,6.135,11.563,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — ESTO4 - ERRO ESTA DEIXANDO SER CONFIRMADO UMA REQUISIÇÃO COM O CENTRO DE CUSTO ERRADO
240-5,102,6.203,11.431,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — REQUISIÇÃO INFORMADA - ESTO4 - PROGRAMA ESTÁ DEIXANDO GRAVAR CENTRO DE CUSTO ERRADO EM
240-6,-1,5.150,12.292,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — CRIAR PARÂMETRO DE INICIALIZAÇÃO NOS PROGRAMAS ESTO4 E ESTO3 Rotina
240-7,-1,9.438,11.320,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — Desabilitar produtos a nível sintético
240-8,102,6.178,11.483,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — REQUISIÇÃO INFORMADA -NA CÓPIA PERMITE LANÇAR EM CENTRO DE CUSTO NÃO LIBERADO NA REGRA DE…
240-9,102,6.124,11.506,Requisição Informada – ESTO4.pdf,pedido,ESTO,Requisição Informada (ESTO4) — REQUISIÇÃO INFORMADA - COMPLEMENTO DO PEDIDO 19054 COPIA DO LANÇAMENTO ESTA LIMPANDO O…
241-0,108,5.748,11.949,Requisição Informada - Multi Produtos – ESTO37.pdf,documentacao,ESTO,"Multi Produtos (ESTO37) — requisição informada multi, documentação criada, doc"
241-1,108,5.824,11.689,Requisição Informada - Multi Produtos – ESTO37.pdf,pedido,ESTO,Multi Produtos (ESTO37) — Programa ESTO37 não está preparado para fazer requisições de produtos com grade
241-2,-1,3.773,11.025,Requisição Informada - Multi Produtos – ESTO37.pdf,pedido,ESTO,"Multi Produtos (ESTO37) — cujo, atta, liberado"
241-3,-1,6.414,9.655,Requisição Informada - Multi Produtos – ESTO37.pdf,pedido,ESTO,"Multi Produtos (ESTO37) — requisição informada múltiplo, frequente esta funcionalidade, custo-benefício baixo visto"
241-4,-1,6.426,9.640,Requisição Informada - Multi Produtos – ESTO37.pdf,pedido,ESTO,"Multi Produtos (ESTO37) — requisição de rótulo, frequente esta funcionalidade, custo-benefício baixo visto"
242-0,108,5.799,11.830,Requisição Informada – Múltiplo – ESTO107.pdf,pedido,ESTO,Múltiplo (ESTO107) — REQUISIÇÃO INFORMADA - PREVER O ABASTECIMENTO COM MATERIAIS VINDOS DE DUAS LOCALIZAÇÕES
243-0,45,7.086,9.608,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"Locais de Armazenagem (EPRO26) — locais de armazenagem, realizará a entrada, primeiro ele irá"
243-1,45,6.963,9.568,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,Consulta Local de Armazenagem (ESTO97) — Transferência de Rótulos via Coletor
243-2,45,6.893,9.646,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,ESTO99 — Relatório de Separação de Rótulos para Controle de Embarque (ESTO99)
243-3,45,6.955,9.618,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,ESTO101 — Lançamento de Saída de Rótulo para Local de Armazenagem. (ESTO101)
243-4,45,6.919,9.628,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,FATU59 — Controle de Embarque (FATU59)
243-5,45,6.878,9.722,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,ESTO101 — Resumo dos demais Relatórios e programas novos
243-6,45,7.079,9.654,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"Locais de Armazenagem (EPRO26) — DESENVOLVER ROTINA DE CONTROLE DE ARMAZENAGEM, PARA PRODUTOS PRONTOS E PARA…"
243-7,45,7.066,9.523,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"transferência de rotulo, venda que efetivamente, saída do local"
243-8,-1,6.776,9.142,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"Consulta Unidade Armazenamento (ESTO38) — vinculado no rotulo, relatório os dados, empresa unid negocio"
243-9,-1,6.508,8.943,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"Modelos de coletores (ADMI83) — relatório os dados, rótulos que estejam, local de armazenagem"
243-10,45,7.042,9.549,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,Locais de Armazenagem (EPRO26) — Cadastro de Rótulos nos Locais de Armazenagem via Coletor
243-11,-1,4.781,9.626,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,Sobre a mensagem “KND-002739 - Local Armazenagem Inexistente ”
243-12,45,6.877,9.624,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"controle de armazenagem, cadastrado o usuário, implantação na estofados"
243-13,45,6.801,9.653,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,Márcio o programa está esperando receber o código de barras da localização
243-14,-1,5.746,9.050,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,documentacao,,"durante o processamento, rótulo novamente, insira"
243-15,45,6.707,9.646,Rotina de Armazenamento_padrão Estofados_Rotulos.pdf,pedido,,"nada de errado, suporte senha supknd, implantação na estofados"
